parent_taxon_id,taxon_id,rank_level,leaf_class_id,iconic_class_id,spatial_class_id,spatial_threshold,name
47744,334037,37,,,1842,,Sternorrhyncha
334037,901813,35,,,920,,Aphidomorpha
901813,52380,33,,,637,,Aphidoidea
52380,52381,30,,,1387,,Aphididae
52381,194066,27,,,1408,,Aphidinae
194066,373639,25,,,1020,,Aphidini
373639,517607,24,,,785,,Aphidina
517607,55215,20,,,1951,,Aphis
55215,71154,10,400,0,400,0.008802193,Aphis nerii
184884,47792,40,,,732,,Odonata
47792,47927,37,,,1642,,Anisoptera
47927,1317176,33,,,1083,,Libelluloidea
1317176,47819,30,,,1791,,Libellulidae
47819,47818,20,,,1874,,Libellula
47818,47934,10,45,0,45,0.02355793,Libellula luctuosa
47818,57443,10,191,0,191,0.008905337,Libellula quadrimaculata
47818,104580,10,209,0,209,0.023372408,Libellula incesta
47819,50148,20,,,1437,,Celithemis
50148,50147,10,489,0,489,0.026977617,Celithemis eponina
47819,51556,20,,,1654,,Sympetrum
51556,55625,10,222,0,222,0.009313255,Sympetrum striolatum
51556,68138,10,504,0,504,0.015384276,Sympetrum corruptum
51556,68139,10,316,0,316,0.008146283,Sympetrum vicinum
51556,113525,10,386,0,386,0.009073055,Sympetrum sanguineum
47819,53868,20,,,1952,,Erythemis
53868,61495,10,349,0,349,0.025984662,Erythemis simplicicollis
47819,59775,20,,,760,,Pachydiplax
59775,59774,10,128,0,128,0.009433598,Pachydiplax longipennis
47819,59777,20,,,679,,Perithemis
59777,59776,10,250,0,250,0.010808977,Perithemis tenera
47819,62071,20,,,912,,Orthetrum
62071,62067,10,211,0,211,0.0148621285,Orthetrum cancellatum
47819,84550,20,,,1088,,Plathemis
84550,84549,10,233,0,233,0.020129202,Plathemis lydia
47927,1317180,33,,,1324,,Aeshnoidea
1317180,51469,30,,,1746,,Aeshnidae
51469,51468,20,,,854,,Anax
51468,67731,10,81,0,81,0.004112366,Anax junius
47792,47928,37,,,722,,Zygoptera
47928,426081,33,,,784,,Coenagrionoidea
426081,47925,30,,,1044,,Coenagrionidae
47925,47977,20,,,877,,Argia
47977,94557,10,488,0,488,0.0060242615,Argia moesta
47925,50175,20,,,1776,,Enallagma
50175,99897,10,2,0,2,0.003711937,Enallagma civile
47925,51679,20,,,1096,,Coenagrion
51679,51678,10,449,0,449,0.007793917,Coenagrion puella
47925,52054,20,,,599,,Ischnura
52054,61508,10,260,0,260,0.008068843,Ischnura elegans
52054,84722,10,9,0,9,0.014043937,Ischnura verticalis
52054,103498,10,234,0,234,0.0074134986,Ischnura posita
426081,85991,30,,,1371,,Platycnemididae
85991,91123,20,,,943,,Platycnemis
91123,109650,10,474,0,474,0.02056848,Platycnemis pennipes
47928,1317181,33,,,827,,Calopterygoidea
1317181,47929,30,,,1806,,Calopterygidae
47929,51825,20,,,777,,Calopteryx
51825,51824,10,293,0,293,0.012468804,Calopteryx splendens
51825,84481,10,252,0,252,0.015898049,Calopteryx maculata
184884,47822,40,,,1280,,Diptera
47822,48091,37,,,1828,,Brachycera
48091,372853,35,,,566,,Cyclorrhapha
372853,48089,34,,,1578,,Schizophora
48089,342767,33,,,1430,,Calyptratae
342767,356157,33,,,1145,,Oestroidea
356157,61860,30,,,1251,,Calliphoridae
61860,202179,27,,,1086,,Luciliinae
202179,1239927,25,,,552,,Luciliini
1239927,61858,20,,,1309,,Lucilia
61858,128824,10,383,0,383,0.000053113254,Lucilia sericata
372853,414448,34,,,925,,Aschiza
414448,49995,30,,,605,,Syrphidae
49995,186841,27,,,1544,,Syrphinae
186841,121991,25,,,1441,,Syrphini
121991,52483,20,,,1686,,Episyrphus
52483,52482,10,156,0,156,0.009210829,Episyrphus balteatus
121991,58753,20,,,1780,,Toxomerus
58753,126532,10,416,0,416,0.010790461,Toxomerus geminatus
58753,126889,10,179,0,179,0.0040481947,Toxomerus marginatus
49995,326181,27,,,542,,Eristalinae
326181,364082,25,,,1432,,Eristalini
364082,520020,24,,,1673,,Eristalina
520020,52491,20,,,1058,,Eristalis
52491,520029,15,,,1541,,Eristalis
520029,55719,10,52,0,52,0.01167144,Eristalis tenax
48091,372865,35,,,1856,,Orthorrhapha
372865,564285,34,,,1514,,Stratiomyomorpha
564285,70127,30,,,540,,Stratiomyidae
70127,711638,27,,,1404,,Hermetiinae
711638,82178,20,,,1762,,Hermetia
82178,82177,10,319,0,319,0.013063,Hermetia illucens
47822,154259,37,,,1620,,Nematocera
154259,774833,35,,,608,,Psychodomorpha
774833,52071,30,,,744,,Psychodidae
52071,326684,27,,,1640,,Psychodinae
326684,521655,25,,,1405,,Paramormiini
521655,247953,20,,,670,,Clogmia
247953,258813,10,309,0,309,0.000021769152,Clogmia albipunctata
184884,48112,40,,,999,,Mantodea
48112,1097011,37,,,1047,,Eumantodea
1097011,1097013,35,,,638,,Schizomantodea
1097013,1097016,33,,,837,,Mantoidea
1097016,48111,30,,,1862,,Mantidae
48111,570063,27,,,1813,,Mantinae
570063,56564,20,,,909,,Mantis
56564,53905,10,155,0,155,0.01860343,Mantis religiosa
48111,570070,27,,,916,,Stagmomantinae
570070,1097068,25,,,1912,,Stagmomantini
1097068,82009,20,,,1492,,Stagmomantis
82009,119989,10,490,0,490,0.009905011,Stagmomantis carolina
48111,1096984,27,,,602,,Tenoderinae
1096984,1097067,25,,,1890,,Tenoderini
1097067,1097119,24,,,1725,,Tenoderina
1097119,71035,20,,,643,,Tenodera
71035,71034,10,34,0,34,0.0136858085,Tenodera sinensis
184884,81769,40,,,1878,,Blattodea
81769,129743,33,,,1645,,Blattoidea
129743,709252,32,,,1793,,Blattoidae
709252,82232,30,,,1456,,Blattidae
82232,709237,27,,,1185,,Blattinae
709237,82233,20,,,717,,Periplaneta
82233,82231,10,429,0,429,0.005732323,Periplaneta americana
1,47491,60,,,1976,,Annelida
47491,63089,50,,,889,,Clitellata
63089,333586,47,,,1881,,Oligochaeta
333586,152943,40,,,959,,Crassiclitellata
152943,1418362,37,,,1410,,Lumbricina
1418362,69758,30,,,1303,,Lumbricidae
69758,81547,20,,,868,,Lumbricus
81547,81545,10,464,1,464,6.5067034e-8,Lumbricus terrestris
1,47534,60,,,1317,,Cnidaria
47534,47533,50,,,1162,,Anthozoa
47533,202756,47,,,1425,,Hexacorallia
202756,47797,40,,,861,,Actiniaria
47797,813978,37,,,1689,,Enthemonae
813978,813994,33,,,899,,Actinioidea
813994,47796,30,,,1242,,Actiniidae
47796,49052,20,,,706,,Anthopleura
49052,49051,10,202,1,202,0.018268604,Anthopleura sola
49052,51659,10,256,1,256,0.02229135,Anthopleura xanthogrammica
49052,52564,10,201,1,201,0.029856306,Anthopleura elegantissima
47534,48921,50,,,1155,,Hydrozoa
48921,551473,47,,,842,,Hydroidolina
551473,152823,40,,,981,,Siphonophorae
152823,777050,37,,,862,,Cystonectae
777050,117304,30,,,1234,,Physaliidae
117304,117305,20,,,1457,,Physalia
117305,117302,10,75,1,75,0.014069148,Physalia physalis
1,47549,60,,,628,,Echinodermata
47549,481959,57,,,1540,,Asterozoa
481959,47668,50,,,719,,Asteroidea
47668,533697,43,,,1074,,Forcipulatacea
533697,47672,40,,,1011,,Forcipulatida
47672,47671,30,,,1272,,Asteriidae
47671,48834,20,,,867,,Pisaster
48834,49699,10,95,1,95,0.021829702,Pisaster ochraceus
,47126,70,,,1760,,Plantae
47126,211194,60,,,1066,,Tracheophyta
211194,47125,57,,,1459,,Angiospermae
47125,47124,50,,,1538,,Magnoliopsida
47124,47123,40,,,1059,,Fabales
47123,47122,30,,,1208,,Fabaceae
47122,507502,27,,,1861,,Faboideae
507502,512504,25,,,993,,Trifolieae
512504,51876,20,,,697,,Trifolium
51876,967289,15,,,794,,Trifolium
967289,1582389,13,,,1146,,Trifolium
1582389,51875,10,135,6,135,0.029971004,Trifolium pratense
967289,1582396,13,,,941,,Trifoliastrum
1582396,55745,10,275,6,275,0.020862931,Trifolium repens
512504,53152,20,,,789,,Medicago
53152,1092874,13,,,543,,Medicago
1092874,1092912,12,,,1606,,Medicago
1092912,1093263,11,,,1980,,Medicago sativa
1093263,57057,10,224,6,224,0.0054065697,Medicago sativa
53152,1092877,13,,,1550,,Spirocarpos
1092877,1092918,12,,,1521,,Lupularia
1092918,57056,10,357,6,357,0.00609673,Medicago lupulina
512504,57067,20,,,896,,Melilotus
57067,57066,10,154,6,154,0.006901727,Melilotus officinalis
57067,58907,10,418,6,418,0.00020225823,Melilotus albus
507502,533443,25,,,1661,,Loteae
533443,47436,20,,,727,,Lotus
47436,1453363,11,,,1037,,Lotus corniculatus
1453363,47435,10,384,6,384,0.010268055,Lotus corniculatus
533443,127187,20,,,1932,,Securigera
127187,127186,10,409,6,409,0.007838311,Securigera varia
507502,548591,25,,,1886,,Genisteae
548591,48539,20,,,513,,Cytisus
48539,48538,10,86,6,86,0.0094244145,Cytisus scoparius
507502,633087,25,,,1619,,Fabeae
633087,52472,20,,,1292,,Vicia
52472,52471,10,318,6,318,0.007895039,Vicia cracca
52472,53324,10,476,6,476,0.008408043,Vicia sativa
507502,746912,25,,,844,,Robinieae
746912,56089,20,,,1056,,Robinia
56089,56088,10,262,6,262,0.0053382507,Robinia pseudoacacia
47122,746804,27,,,522,,Cercidoideae
746804,746816,25,,,617,,Cercideae
746816,48801,20,,,1426,,Cercis
48801,48502,10,180,6,180,0.017834783,Cercis canadensis
47124,47132,40,,,1979,,Rosales
47132,47148,30,,,1761,,Rosaceae
47148,415343,27,,,1195,,Rosoideae
415343,885411,25,,,1670,,Potentilleae
885411,975959,24,,,1419,,Fragariinae
975959,50299,20,,,1033,,Fragaria
50299,50298,10,112,6,112,0.004153703,Fragaria vesca
885411,975960,24,,,699,,Potentillinae
975960,53186,20,,,1119,,Potentilla
53186,243824,10,184,6,184,0.0048214463,Potentilla indica
415343,922105,25,,,1768,,Colurieae
922105,55751,20,,,1382,,Geum
55751,55891,10,292,6,292,0.0012768551,Geum urbanum
415343,922171,25,,,708,,Rubeae
922171,47544,20,,,746,,Rubus
47544,1360635,15,,,1213,,Idaeobatus
1360635,1449387,13,,,779,,Idaei
1449387,54436,10,457,6,457,0.004988327,Rubus idaeus
415343,922173,25,,,1817,,Roseae
922173,53438,20,,,1490,,Rosa
53438,1511489,13,,,1529,,Synstylae
1511489,78882,10,438,6,438,0.0019241249,Rosa multiflora
47148,922110,27,,,1211,,Amygdaloideae
922110,723302,25,,,1431,,Maleae
723302,48582,20,,,1667,,Sorbus
48582,56063,10,237,6,237,0.0085930545,Sorbus aucuparia
723302,51148,20,,,1147,,Crataegus
51148,1437484,15,,,904,,Crataegus
1437484,1437522,13,,,1090,,Crataegus
1437522,1577961,12,,,1337,,Crataegus
1577961,1437600,11,,,815,,Crataegus monogyna
1437600,51147,10,65,6,65,0.00064717064,Crataegus monogyna
922110,922113,25,,,1553,,Amygdaleae
922113,47351,20,,,688,,Prunus
47351,483776,15,,,1113,,Padus
483776,54834,10,299,6,299,0.006421008,Prunus serotina
483776,54835,10,278,6,278,0.0053639626,Prunus virginiana
47132,49041,30,,,811,,Rhamnaceae
49041,1256740,25,,,1416,,Rhamneae
1256740,54812,20,,,1662,,Rhamnus
54812,54811,10,197,6,197,0.0034196996,Rhamnus cathartica
47132,50998,30,,,652,,Moraceae
50998,1529488,25,,,1537,,Moreae
1529488,56091,20,,,1589,,Morus
56091,56090,10,289,6,289,0.0014486166,Morus alba
47132,51885,30,,,1493,,Urticaceae
51885,51886,20,,,622,,Urtica
51886,51884,10,281,6,281,0.011205439,Urtica dioica
47132,53548,30,,,1103,,Ulmaceae
53548,53549,20,,,872,,Ulmus
53549,53547,10,149,6,149,0.004516719,Ulmus americana
47132,64695,30,,,832,,Elaeagnaceae
64695,64696,20,,,843,,Elaeagnus
64696,64697,10,453,6,453,0.007061478,Elaeagnus umbellata
47124,47181,40,,,1730,,Ericales
47181,47890,30,,,1314,,Balsaminaceae
47890,47889,20,,,589,,Impatiens
47889,47892,10,99,6,99,0.022095915,Impatiens glandulifera
47889,1304081,15,,,1281,,Impatiens
1304081,1431931,13,,,860,,Impatiens
1431931,47888,10,186,6,186,0.03568201,Impatiens capensis
47181,48064,30,,,1927,,Primulaceae
48064,791932,27,,,1781,,Myrsinoideae
791932,48063,20,,,1111,,Lysimachia
48063,1196640,13,,,1500,,Anagallis
1196640,791928,10,189,6,189,0.0102558695,Lysimachia arvensis
47181,133387,30,,,1743,,Ericaceae
133387,451956,27,,,1718,,Monotropoideae
451956,49478,20,,,1921,,Monotropa
49478,49477,10,393,6,393,0.026911423,Monotropa uniflora
451956,62232,20,,,672,,Chimaphila
62232,82358,10,22,6,22,0.026877772,Chimaphila maculata
47124,47195,40,,,720,,Cornales
47195,47194,30,,,1618,,Cornaceae
47194,47193,20,,,1474,,Cornus
47193,1296980,15,,,681,,Arctocrania
1296980,47192,10,312,6,312,0.034177754,Cornus canadensis
47193,1296983,15,,,682,,Kraniopsis
1296983,53387,10,414,6,414,0.0040597273,Cornus sericea
47124,47363,40,,,1966,,Gentianales
47363,47362,30,,,564,,Apocynaceae
47362,373579,27,,,766,,Asclepiadoideae
373579,632307,25,,,992,,Asclepiadeae
632307,632069,24,,,1386,,Asclepiadinae
632069,47906,20,,,1678,,Asclepias
47906,47911,10,122,6,122,0.018105729,Asclepias syriaca
47906,47912,10,213,6,213,0.018343003,Asclepias tuberosa
47362,487323,27,,,1091,,Rauvolfioideae
487323,632390,25,,,1632,,Vinceae
632390,632394,24,,,1883,,Vincinae
632394,53327,20,,,729,,Vinca
53327,55844,10,129,6,129,0.004995895,Vinca minor
47363,47693,30,,,1024,,Rubiaceae
47693,788062,27,,,1032,,Cinchonoideae
788062,777272,25,,,885,,Naucleeae
777272,52728,20,,,1036,,Cephalanthus
52728,52763,10,83,6,83,0.029500984,Cephalanthus occidentalis
47693,788064,27,,,1375,,Rubioideae
788064,788074,25,,,1289,,Mitchelleae
788074,83800,20,,,1598,,Mitchella
83800,83799,10,120,6,120,0.041453943,Mitchella repens
788064,788083,25,,,524,,Rubieae
788083,53060,20,,,1574,,Galium
53060,1403902,11,,,561,,Galium aparine
1403902,53059,10,499,6,499,0.0016489155,Galium aparine
47124,47366,40,,,775,,Caryophyllales
47366,47365,30,,,1073,,Portulacaceae
47365,58992,20,,,1365,,Portulaca
58992,1571188,11,,,1427,,Portulaca oleracea
1571188,58991,10,329,6,329,0.0017682037,Portulaca oleracea
47366,48382,30,,,661,,Polygonaceae
48382,922206,27,,,1476,,Polygonoideae
922206,922238,25,,,1765,,Polygoneae
922238,922240,24,,,1752,,Reynoutriinae
922240,379255,20,,,508,,Reynoutria
379255,914922,10,103,6,103,0.004051753,Reynoutria japonica
922206,922242,25,,,1868,,Rumiceae
922242,53196,20,,,1783,,Rumex
53196,1540581,15,,,1527,,Rumex
1540581,53197,10,141,6,141,0.0007219174,Rumex crispus
1540581,63371,10,42,6,42,0.0012497617,Rumex obtusifolius
47366,48567,30,,,873,,Caryophyllaceae
48567,791419,25,,,961,,Alsineae
791419,49389,20,,,1682,,Stellaria
49389,1087592,11,,,930,,Stellaria media
1087592,53298,10,192,6,192,0.0011596716,Stellaria media
48567,791473,27,,,1306,,Caryophylloideae
791473,791474,25,,,755,,Caryophylleae
791474,56155,20,,,1820,,Saponaria
56155,56154,10,195,6,195,0.008135591,Saponaria officinalis
791473,791475,25,,,1302,,Sileneae
791475,52195,20,,,1207,,Silene
52195,1395950,15,,,1068,,Behenantha
1395950,1395953,13,,,582,,Melandrium
1395953,55759,10,270,6,270,0.015087529,Silene dioica
1395953,79109,10,76,6,76,0.016140806,Silene latifolia
1395950,1395967,13,,,675,,Behenantha
1395967,55721,10,27,6,27,0.01946201,Silene vulgaris
47366,48600,30,,,1261,,Phytolaccaceae
48600,48601,20,,,1070,,Phytolacca
48601,48599,10,157,6,157,0.018816203,Phytolacca americana
47366,52327,30,,,1786,,Amaranthaceae
52327,518889,27,,,1048,,Chenopodioideae
518889,931408,25,,,1192,,Chenopodieae
931408,48439,20,,,734,,Chenopodium
48439,58127,10,127,6,127,0.0008211021,Chenopodium album
47366,71417,30,,,866,,Montiaceae
71417,52995,20,,,1209,,Claytonia
52995,779780,13,,,1631,,Claytonia
779780,117434,10,434,6,434,0.024671676,Claytonia virginica
47124,47540,40,,,1701,,Celastrales
47540,47539,30,,,606,,Celastraceae
47539,64539,20,,,1573,,Celastrus
64539,64540,10,108,6,108,0.007236939,Celastrus orbiculatus
47124,47605,40,,,841,,Asterales
47605,47604,30,,,1819,,Asteraceae
47604,201654,27,,,876,,Carduoideae
201654,632883,25,,,795,,Cardueae
632883,632885,24,,,1621,,Carduinae
632885,48561,20,,,976,,Cirsium
48561,52989,10,59,6,59,0.017464302,Cirsium vulgare
48561,60132,10,487,6,487,0.01914753,Cirsium arvense
47604,447425,27,,,1204,,Cichorioideae
447425,359450,25,,,1181,,Cichorieae
359450,558819,24,,,1552,,Hypochaeridinae
558819,51900,20,,,1131,,Hypochaeris
51900,53104,10,123,6,123,0.000054059008,Hypochaeris radicata
359450,632700,24,,,1692,,Cichoriinae
632700,52914,20,,,1381,,Cichorium
52914,52913,10,336,6,336,0.012622204,Cichorium intybus
359450,632701,24,,,933,,Crepidinae
632701,47603,20,,,1649,,Taraxacum
47603,967514,13,,,835,,Taraxacum
967514,47602,10,152,6,152,0.0012209743,Taraxacum officinale
359450,632703,24,,,1797,,Hyoseridinae
632703,53270,20,,,1846,,Sonchus
53270,53269,10,405,6,405,0.00008006128,Sonchus asper
53270,53294,10,238,6,238,0.000258221,Sonchus oleraceus
359450,632704,24,,,587,,Lactucinae
632704,53106,20,,,1789,,Lactuca
53106,53107,10,60,6,60,0.0034244023,Lactuca serriola
47604,632790,27,,,1178,,Asteroideae
632790,153419,25,,,730,,Eupatorieae
153419,901066,24,,,1021,,Oxylobinae
901066,64116,20,,,1978,,Ageratina
64116,1464929,15,,,714,,Ageratina
1464929,119048,10,243,6,243,0.008873958,Ageratina altissima
632790,373844,25,,,1322,,Anthemideae
373844,900981,24,,,880,,Leucantheminae
900981,56058,20,,,1402,,Leucanthemum
56058,1404861,11,,,1679,,Leucanthemum vulgare
1404861,56057,10,419,6,419,0.009241387,Leucanthemum vulgare
373844,900982,24,,,1284,,Anthemidinae
900982,54521,20,,,917,,Tanacetum
54521,55971,10,470,6,470,0.009788576,Tanacetum vulgare
373844,900983,24,,,1875,,Artemisiinae
900983,52855,20,,,831,,Artemisia
52855,52856,10,240,6,240,0.0000033198958,Artemisia vulgaris
373844,900988,24,,,758,,Matricariinae
900988,52818,20,,,821,,Achillea
52818,1105043,11,,,772,,Achillea millefolium
1105043,52821,10,477,6,477,0.025158346,Achillea millefolium
632790,461542,25,,,1818,,Astereae
461542,972606,24,,,1623,,Solidagininae
972606,48678,20,,,1601,,Solidago
48678,1454394,15,,,780,,Pleiactila
1454394,1454407,13,,,1767,,Unilaterales
1454407,1455736,12,,,1884,,Triplinerviae
1455736,67808,10,421,6,421,0.0014131598,Solidago canadensis
461542,972608,24,,,1313,,Symphyotrichinae
972608,56112,20,,,771,,Symphyotrichum
56112,1416871,15,,,1736,,Virgulus
1416871,1416901,13,,,878,,Polyliguli
1416901,117443,10,365,6,365,0.0004821918,Symphyotrichum novae-angliae
461542,972882,24,,,1827,,Conyzinae
972882,50879,20,,,1143,,Erigeron
50879,76907,10,148,6,148,0.0014499908,Erigeron canadensis
50879,868391,13,,,1759,,Phalacroloma
868391,76897,10,215,6,215,0.004391855,Erigeron annuus
50879,873639,13,,,1182,,Quercifolium
873639,67820,10,227,6,227,0.0062204087,Erigeron philadelphicus
461542,1265661,24,,,551,,Bellidinae
1265661,55564,20,,,574,,Bellis
55564,55563,10,82,6,82,0.006977583,Bellis perennis
632790,568270,25,,,1338,,Senecioneae
568270,901794,24,,,669,,Senecioninae
901794,53207,20,,,1014,,Senecio
53207,53211,10,497,6,497,0.000061798826,Senecio vulgaris
901794,62499,20,,,715,,Jacobaea
62499,62498,10,461,6,461,0.012428555,Jacobaea vulgaris
568270,936861,24,,,781,,Tussilagininae
936861,56223,20,,,1122,,Tussilago
56223,56222,10,221,6,221,0.030667007,Tussilago farfara
632790,568277,25,,,1253,,Coreopsideae
568277,50204,20,,,1116,,Bidens
50204,1095846,10,150,6,150,0.009007978,Bidens alba
632790,605446,25,,,641,,Heliantheae
605446,639449,24,,,691,,Ambrosiinae
639449,53036,20,,,507,,Ambrosia
53036,53587,10,443,6,443,0.00024404729,Ambrosia artemisiifolia
605446,888924,24,,,532,,Rudbeckiinae
888924,62742,20,,,1955,,Rudbeckia
62742,888920,13,,,1741,,Rudbeckia
888920,62741,10,74,6,74,0.0008261561,Rudbeckia hirta
605446,901801,24,,,851,,Helianthinae
901801,56955,20,,,1125,,Helianthus
56955,57983,10,346,6,346,0.0006210355,Helianthus annuus
47124,47690,40,,,1445,,Geraniales
47690,47689,30,,,1245,,Geraniaceae
47689,47688,20,,,1135,,Erodium
47688,1438094,11,,,1225,,Erodium cicutarium
1438094,47687,10,242,6,242,0.007853678,Erodium cicutarium
47689,47701,20,,,1798,,Geranium
47701,47699,10,145,6,145,0.0128756575,Geranium maculatum
47701,964902,15,,,1604,,Robertium
964902,964908,13,,,1950,,Ruberta
964908,55925,10,373,6,373,0.010412903,Geranium robertianum
47124,47729,40,,,1277,,Sapindales
47729,48874,30,,,951,,Anacardiaceae
48874,707807,27,,,642,,Anacardioideae
707807,51079,20,,,1188,,Toxicodendron
51079,58732,10,50,6,50,0.025568612,Toxicodendron radicans
707807,54765,20,,,1247,,Rhus
54765,167829,10,288,6,288,0.003596339,Rhus typhina
47729,57279,30,,,645,,Simaroubaceae
57279,57280,20,,,940,,Ailanthus
57280,57278,10,328,6,328,0.010677667,Ailanthus altissima
47729,58321,30,,,1123,,Sapindaceae
58321,47727,20,,,1423,,Acer
47727,1419769,13,,,657,,Acer
1419769,1466281,11,,,1638,,Acer pseudoplatanus
1466281,119791,10,44,6,44,0.013964479,Acer pseudoplatanus
1419769,1466282,11,,,1831,,Acer saccharum
1466282,52543,10,280,6,280,0.026505474,Acer saccharum
47727,1466297,13,,,1657,,Negundo
1466297,47726,10,396,6,396,0.006967998,Acer negundo
47727,1466315,13,,,934,,Platanoidea
1466315,54763,10,19,6,19,0.00653315,Acer platanoides
47727,1466321,13,,,538,,Rubra
1466321,48098,10,428,6,428,0.021106318,Acer rubrum
47124,47791,40,,,1916,,Myrtales
47791,47790,30,,,945,,Onagraceae
47790,48626,20,,,752,,Oenothera
48626,914077,13,,,966,,Oenothera
914077,62207,10,353,6,353,0.0024783812,Oenothera biennis
47790,564913,20,,,1876,,Chamaenerion
564913,564969,10,80,6,80,0.038031604,Chamaenerion angustifolium
47791,58935,30,,,1909,,Lythraceae
58935,58937,20,,,1816,,Lythrum
58937,61321,10,267,6,267,0.00893388,Lythrum salicaria
